Stock name,Symbol,Link
Asian Hotels (north) Limited,ASIANHOTNR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASIANHOTNR"""
Asian Paints Limited,ASIANPAINT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASIANPAINT"""
Asian Granito India Limited,ASIANTILES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASIANTILES"""
ASK Automotive Ltd,ASKAUTOLTD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASKAUTOLTD"""
Bartronics India Ltd,ASMS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASMS"""
Aspinwall And Company Limited,ASPINWALL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASPINWALL"""
Astec Lifesciences Limited,ASTEC,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTEC"""
Aster DM Healthcare Ltd,ASTERDM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTERDM"""
Astral Poly Technik Limited,ASTRAL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTRAL"""
Astra Microwave Products Limited,ASTRAMICRO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTRAMICRO"""
Astrazeneca Pharma India Limited,ASTRAZEN,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTRAZEN"""
Astron Paper & Board Mill Ltd,ASTRON,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ASTRON"""
Atal Realtech Ltd,ATALREAL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATALREAL"""
Atam Valves Ltd,ATAM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATAM"""
Agro Tech Foods Limited,ATFL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATFL"""
Adani Total Gas Ltd,ATGL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATGL"""
Allcargo Terminals Ltd,ATL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATL"""
Atul Limited,ATUL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATUL"""
Atul Auto Limited,ATULAUTO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:ATULAUTO"""
AU Small Finance Bank,AUBANK,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUBANK"""
Aurionpro Solutions Limited,AURIONPRO,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AURIONPRO"""
Aurobindo Pharma Limited,AUROPHARMA,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUROPHARMA"""
Aurum Proptech Ltd,AURUM,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AURUM"""
Ausom Enterprise Limited,AUSOMENT,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUSOMENT"""
Automotive Axles Limited,AUTOAXLES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUTOAXLES"""
Nippon India Nifty Auto ETF,AUTOBEES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUTOBEES"""
ICICI Prudential Nifty Auto ETF,AUTOIETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUTOIETF"""
Autoline Industries Limited,AUTOIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AUTOIND"""
Avadh Sugar & Energy,AVADHSUGAR,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVADHSUGAR"""
Avalon Technologies Ltd,AVALON,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVALON"""
Avantel Ltd,AVANTEL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVANTEL"""
Avanti Feeds Limited,AVANTIFEED,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVANTIFEED"""
Aditya Vision Ltd,AVL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVL"""
Avonmore Capital & Management Services Ltd,AVONMORE,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVONMORE"""
Avro India Ltd,AVROIND,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVROIND"""
Avt Natural Products Limited,AVTNPL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AVTNPL"""
AWFIS Space Solutions Ltd,AWFIS,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AWFIS"""
Antony Waste Handling Cell Ltd,AWHCL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AWHCL"""
Adani Wilmar Ltd,AWL,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AWL"""
Axis Bank Limited,AXISBANK,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISBANK"""
Axis Banking ETF,AXISBNKETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISBNKETF"""
Axis AAA Bond Plus SDL ETF-2026 Matur. Reg. Growth,AXISBPSETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISBPSETF"""
Axiscades Engineering Technologies Limited,AXISCADES,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISCADES"""
Axis Consumption ETF,AXISCETF,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISCETF"""
Axis Gold ETF,AXISGOLD,"""https://in.tradingview.com/chart/2bVEvBAI/?symbol=NSE:AXISGOLD"""
